meta,id,tweet,sentiment,emotion,SentimentLabel,EmotionLabel,tweetP
meta,17346,@Pagal _ aurat @DoctorrSays https//t.co/n1SljwfMEE,neutral,others,1,4,aurat https t . co n1sljwfmee
meta,15415,I WISH VERY EXTREMELY HAPPY AND # BLESSED # RAMADAN OR # RAMJAAN MONTH TO YOU THE WOW AND HOW POWERFUL CELEBRITY KATRI … https//t co/zgpEvwtcET,positive,joy,2,3,i wish very extremely happy and blessed ramadan or ramjaan month to you the wow and how powerful celebrity katri https t co zgpevwtcet
meta,11382,@Shailes76803503 @kishanjha3 @kunalkamra88 Is bkl ki shakal hi suar jaise hai ... usi ko dekh k log paisa fenk dete hai,negative,disgust,0,1,is bkl ki shakal hi suar jaise hai . . usi ko dekh k log paisa fenk dete hai
meta,27829,RT @Sukhjaykumar1 # PledgeAgainstCorruption @Gurmeetramrahim Good afternoon guru g bless us and give us power to do more and more Sewa S …,positive,joy,2,3,rt pledgeagainstcorruption good afternoon guru g bless us and give us power to do more and more sewa s
meta,21219,@tragicking _ @msisodia @free _ thinker Ko bhul gya tu ? Samosia jaisa handsome nhi hai ye ... But taklu to hai ...,negative,sadness,0,5,thinker ko bhul gya tu ? samosia jaisa handsome nhi hai ye . . but taklu to hai . .
meta,2415,Happy birthday bhaiya 🌹🌹🌹🌹 happy many many returns of the day 😍😍😍😍 @iMRizwanPak https//t.co/3eoBhgk2XD,neutral,joy,1,3,happy birthday bhaiya rose rose happy many many returns of the day smiling face with heart eyes smiling face with heart eyes https t . co 3eobhgk2xd
meta,12927,@1abramamjad @Kashmala _ Says @Zummii _ here @Chal _ Phutt _ @ItsMornii @meri __ merzi @ainey786 @iamShanKazmi @urooj _ says … https//tco/gkFGmwfleq,neutral,others,1,4,says here phutt merzi says https tco gkfgmwfleq
meta,21851,@ManzoorSindhi2 Manzoor miyan Thank you very much for RT & liking my poetry your appreciation boosts my zeal & mo … https//t.co/UfUZUuTlQK,positive,joy,2,3,manzoor miyan thank you very much for rt liking my poetry your appreciation boosts my zeal mo https t . co ufuzuutlqk
meta,26243,@Wuzgar @Wuzgar jab Pashto nahi samaj aati to wese fazool me bakwas na kar khuda ki laanat ho k haqeeqat jan k bhi … https//t.co/ZKMSq8sZhF,negative,disgust,0,1,jab pashto nahi samaj aati to wese fazool me bakwas na kar khuda ki laanat ho k haqeeqat jan k bhi https t . co zkmsq8szhf
meta,15770,Not every problem needs a solution some only need Jo hoga baadmei dekha jaayega.,neutral,others,1,4,not every problem needs a solution some only need jo hoga baadmei dekha jaayega .
meta,27345,@mesilviya @FlyYeti @thesanjiv @devilruck It'll be a gift for you guys la jityo bhane haha,neutral,others,1,4,it will be a gift for you guys la jityo bhane haha
meta,15073,@global _ ajit Wo gunda gandhi jisaka beta musalaman bana kya gandhi murkh gadaha tha jo etihash nahi padha tha jo m … https//t.co/rJJseniwkt,negative,disgust,0,1,ajit wo gunda gandhi jisaka beta musalaman bana kya gandhi murkh gadaha tha jo etihash nahi padha tha jo m https t . co rjjseniwkt
meta,24061,@ramram2you @ipunamchoudhary @narendramodi @BeingSalmanKhan To polticians bhi to wahi krtr h lime light me aane ke liye,neutral,others,1,4,to polticians bhi to wahi krtr h lime light me aane ke liye
meta,27300,@shyxmm Hahaha KitKat ! I forgot abt that Thank you Shyam ! 😊😊,positive,joy,2,3,hahaha kitkat ! i forgot abt that thank you shyam ! smiling face with smiling eyes smiling face with smiling eyes
meta,41866,RT @Mohit _ FC # Repost @zee5premium Masoomiyat ko sach ki zaroorat nahi hoti kyunki usse saccha kuch aur nahi hota ! # Kaafir premieres 15th …,positive,others,2,4,rt fc repost masoomiyat ko sach ki zaroorat nahi hoti kyunki usse saccha kuch aur nahi hota ! kaafir premieres 15th
meta,22152,@BashirAhmaad No wonder he is so strong six beautiful strong women.May Allah give him long life to be able to com … https//t.co/GvSEoUXJKb,positive,joy,2,3,no wonder he is so strong six beautiful strong women . may allah give him long life to be able to com https t . co gvseouxjkb
meta,23054,Media ka level bahut high ho gaya hai Ab Congress kya karegi aap jaise mahan logo ke beech ITNA HATE AAP LOGO FA … https//t co/WtpovYGMRL,negative,sadness,0,5,media ka level bahut high ho gaya hai ab congress kya karegi aap jaise mahan logo ke beech itna hate aap logo fa https t co wtpovygmrl
meta,19370,RT @panktii _ 096 Hey guys I m so excited really Suprb Seducted for some coolness !! Are excited to watch the movie .. Watch it out guys @S …,positive,joy,2,3,rt 096 hey guys i m so excited really suprb seducted for some coolness ! ! are excited to watch the movie . . watch it out guys
meta,31718,@repubindia NDTV is lost case ... Kuchh na ho sakta iska.,neutral,others,1,4,ndtv is lost case . . kuchh na ho sakta iska .
meta,10096,@ManojTiwariMP @BJP4Delhi Bahut Badhiya Inciative hi Bhaiya.Or aapko phir se Zabazsttt Jeet pr hardik Badhai ..,positive,joy,2,3,bahut badhiya inciative hi bhaiya . or aapko phir se zabazstt jeet pr hardik badhai . .
meta,43640,RT @Wallace _ Asti We love getting good reviews ! Thanks to Edel Ryan on twitter for this lovely one ! I just love @Wallace _ Asti the best Ita …,positive,joy,2,3,rt asti we love getting good reviews ! thanks to edel ryan on twitter for this lovely one ! i just love asti the best ita
meta,14113,RT @pjdecarlo Awesome video of my project using @Raspberry _ Pi to enhance retro game consoles.Lets you do things like stream games throug …,positive,joy,2,3,rt awesome video of my project using pi to enhance retro game consoles . lets you do things like stream games throug
meta,24015,@nhkms _ why ?.... something wrong ... dont worry ... kite jumpe nnti k insyallah ... jage diri nk raya ni 😘,positive,others,2,4,why ? . . something wrong . . dont worry . . kite jumpe nnti k insyallah . . jage diri nk raya ni face blowing a kiss
meta,43982,@Gurmeetramrahim @derasachasauda # love _ u _ meet _ papa # dhan _ dhan _ satguru _ tera _ hi _ aasra Gud morning satgur maula bless … https//t co/Ut79Cz5Oy1,positive,others,2,4,love u meet papa dhan dhan satguru tera hi aasra gud morning satgur maula bless https t co ut79cz5oy1
meta,28119,@dhruv _ rathee Ever heard of this jingle we used to say as kids - Chidte ko chidayenge laddo pede khayenge ? That ’ s wh … https//t.co/1LZ3VgTg8y,neutral,others,1,4,rathee ever heard of this jingle we used to say as kids chidte ko chidayenge laddo pede khayenge ? that s wh https t . co 1lz3vgtg8y
meta,29614,@Hussorks @TMKOC _ NTF Haan har episode khatarnak hota h 😍😂,neutral,others,1,4,ntf haan har episode khatarnak hota h smiling face with heart eyes face with tears of joy
meta,34660,Pradhanamntri ki kurshi ki izzat hamesha ki jayegi Lekin us vyakti ki bilkul bhi nahi jise desh pujipatiyon ne apn … https//t.co/95FxKOXOuG,neutral,others,1,4,pradhanamntri ki kurshi ki izzat hamesha ki jayegi lekin us vyakti ki bilkul bhi nahi jise desh pujipatiyon ne apn https t . co 95fxkoxoug
meta,22133,Aaj boht samose khane ka Mann Karra hei 😋😋😋😋 Love you ultimate Akshay Kumar 😍😍 https//t.co/qlQVQTNaC9,positive,joy,2,3,aaj boht samose khane ka mann karra hei face savoring food face savoring food love you ultimate akshay kumar smiling face with heart eyes smiling face with heart eyes https t . co qlqvqtnac9
meta,29680,@MamataOfficial didi aap ko Jai Shree Ram me fasa k apna mota bhai @AmitShah Bengal jeetne ki taiyari me lag gaya … https//t.co/aOhmPn65cI,neutral,others,1,4,didi aap ko jai shree ram me fasa k apna mota bhai bengal jeetne ki taiyari me lag gaya https t . co aohmpn65ci
meta,26692,Narendra Modi and Amit Shah just made sure that the worst nightmare of the fake liberals came true.Ab saalo ki fati padi hai ... 😎😬,positive,joy,2,3,narendra modi and amit shah just made sure that the worst nightmare of the fake liberals came true . ab saalo ki fati padi hai . . smiling face with sunglasses grimacing face
meta,3029,@Ghummans Kuch bachy maa sy qabo nahi aty jab to bap ka chittar kam ata hy or ye aakhri option hy maa ki bat sun'na … https//t co/fSFLOtJ9lc,neutral,others,1,4,kuch bachy maa sy qabo nahi aty jab to bap ka chittar kam ata hy or ye aakhri option hy maa ki bat sun na https t co fsflotj9lc
meta,41623,# WorldCup 2019 Ka Pehla Upset Bangladesh Ne South Africa Ko 21 Runs Se Hara Dia Bangladesh 330/6 M Rahim 78 South … https//t.co/5JJc6PrQzE,neutral,others,1,4,worldcup 2019 ka pehla upset bangladesh ne south africa ko 21 runs se hara dia bangladesh 330 6 m rahim 78 south https t . co 5jjc6prqze
meta,30788,@IrshadBhatti336 Perdeas ki zindgi wse b jail ki zindgi se kam nahi hoti hai aur oper se odr hi jail main chle jny … https//t.co/rCY37ekcoC,positive,others,2,4,perdeas ki zindgi wse b jail ki zindgi se kam nahi hoti hai aur oper se odr hi jail main chle jny https t . co rcy37ekcoc
meta,2315,I FROM SO GOOD HEARTWISH SO AND SO HAPPY AND BLESSED # RAMADAN OR # RAMJAAN MONTH KINDS TO YOU THE HON SECRETARY GEN … https//t.co/KqaJlomcJO,neutral,others,1,4,i from so good heartwish so and so happy and blessed ramadan or ramjaan month kinds to you the hon secretary gen https t . co kqajlomcjo
meta,31684,@narendramodi great congratulations Sir ap ko Bharat Mata ne bheja as an avtar like Lord Krishna and Ram desh k … https//t co/gCdxQEPoUe,positive,joy,2,3,great congratulations sir ap ko bharat mata ne bheja as an avtar like lord krishna and ram desh k https t co gcdxqepoue
meta,29692,Jashipur ka electri department world ka sabse Matherchod he.Aur yeha ka local neta to puchiye mat,negative,disgust,0,1,jashipur ka electri department world ka sabse matherchod he . aur yeha ka local neta to puchiye mat
meta,12953,Jab Zee News wale bare hin besharmi k sath Congress Party ka virodh kar sakati hai to jab Congress ne apne spoke p … https//t.co/0sxcFeGFmu,negative,sadness,0,5,jab zee news wale bare hin besharmi k sath congress party ka virodh kar sakati hai to jab congress ne apne spoke p https t . co 0sxcfegfmu
meta,13255,@Ranapmln33 Rana bandri jhoot bol bol Teri shakal sour jesi ho gae baghairat admi Tere mian kanjar ne tex k paison … https//t.co/jNQomi6fiR,neutral,others,1,4,rana bandri jhoot bol bol teri shakal sour jesi ho gae baghairat admi tere mian kanjar ne tex k paison https t . co jnqomi6fir
meta,37874,@TarekFatah Tere jaise murtado ko interfare karne ki koi zarurat nhi hai ... Khabees murtad,negative,others,0,4,tere jaise murtado ko interfare karne ki koi zarurat nhi hai . . khabees murtad
meta,22529,Omg 😭😭😭😭 My Baby ❤😍😍😍 .. In Big Boss ❤💞😍 .. Can't wait to see you ❤😭😍.Aap hi jitoge i know 😍😍😍😍😍 .. I'm soooooooo … https//t.co/krRdXz24R6,positive,joy,2,3,omg loudly crying face loudly crying face my baby red heart smiling face with heart eyes smiling face with heart eyes . . in big boss red heart revolving hearts smiling face with heart eyes . . cannot wait to see you red heart loudly crying face smiling face with heart eyes . aap hi jitoge i know smiling face with heart eyes smiling face with heart eyes . . i am soo https t . co krrdxz24r6
meta,7213,@beardpencoffee Exactly.30's m jab tk hota weather i like it.Coz it's cool and something bearable 😭😭😭 har 10-15mi … https//t.co/7IbuiZfomz,positive,others,2,4,exactly . 30 s m jab tk hota weather i like it . coz it is cool and something bearable loudly crying face loudly crying face har 10 15mi https t . co 7ibuizfomz
meta,34613,@nickeldimedolla I ’ m not even ganna say what I wanna say 🙂,neutral,others,1,4,i m not even ganna say what i want to say slightly smiling face
meta,28627,@deepika753 @Krushna _ KAS @KapilSharmaK9 Duffer admi ya aurat jo bhi hai tu Tera ye krishna buri tarah se flop ho ka … https//t.co/OFLbzn1DDZ,negative,sadness,0,5,kas duffer admi ya aurat jo bhi hai tu tera ye krishna buri tarah se flop ho ka https t . co oflbzn1ddz
meta,39835,@PTIofficial @ImranKhanPTI Personality Ho to @ImranKhanPTI jaisi ho .. Dil lattoo hojay jis per ..,neutral,others,1,4,personality ho to jaisi ho . . dil lattoo hojay jis per . .
meta,16311,@PiyushGoyal we voted modi jee for corruption free administration but you are unable to curb such malpractice durin … https//t.co/9p2zpcbUty,neutral,sadness,1,5,we voted modi jee for corruption free administration but you are unable to curb such malpractice durin https t . co 9p2zpcbuty
meta,26370,@RahulGandhi rahul ji desh ko aap ki jarurt hai aap k apno ne desh ko sich sich k es layk banaya hai hum jroor k … https//t co/a0OAL0LXT1,positive,joy,2,3,rahul ji desh ko aap ki jarurt hai aap k apno ne desh ko sich sich k es layk banaya hai hum jroor k https t co a0oal0lxt1
meta,34280,@Parivesh95 @anannyasarwar @ruburubiya @Smile _ Buddy17 @ANI Sirf majak hai Lightly lo 😉😂,neutral,others,1,4,buddy17 sirf majak hai lightly lo winking face face with tears of joy
meta,28842,Hmm ..... ane wale mausam ki pyari se shurawat ....... Best # feelings .... # love # Saturdayfeel https//t.co/S36MyhlNJz,positive,joy,2,3,hmm . . ane wale mausam ki pyari se shurawat . . best feelings . . love saturdayfeel https t . co s36myhlnjz
meta,10478,RT @srivastava _ dj @madhukishwar pta nhi kyu HINDU ladkiyan is gandgi me girti hi ja rhi hain.libral HINDU hone ka ye result hai.it is o …,neutral,sadness,1,5,rt dj pta nhi kyu hindu ladkiyan is gandgi me girti hi ja rhi hain . libral hindu hone ka ye result hai . it is o
meta,40477,@TarekFatah bhik ke visa par reh rahe ho aur dusro ko clothing opinion baatt rahe ho.no wonder you make bhakts orgasmed.,positive,others,2,4,bhik ke visa par reh rahe ho aur dusro ko clothing opinion baatt rahe ho . no wonder you make bhakts orgasmed .
meta,25936,@Taeionysus I used to watch pyaar ki ek kahani pabitra rista uudaan sasural simarka.They made my life entertaining,neutral,joy,1,3,i used to watch pyaar ki ek kahani pabitra rista uudaan sasural simarka . they made my life entertaining
meta,2795,past pr sb ko bulaya pr gaye nhi madarchod bahut bde bhrast niyam kanun ke ho ek baap ki jayaz awlaad ho innovator … https//t.co/SRDjG6veqM,positive,anger,2,0,past pr sb ko bulaya pr gaye nhi madarchod bahut bde bhrast niyam kanun ke ho ek baap ki jayaz awlaad ho innovator https t . co srdjg6veqm
meta,36429,Sir @AmitShah FM HM EAM DM OR Deputy PM ?? Wud love to see U in one such role President post huaa purana Iss … https//t co/E7dLC95kVd,positive,others,2,4,sir fm hm eam dm or deputy pm ? ? wud love to see u in one such role president post huaa purana iss https t co e7dlc95kvd
meta,42908,@MaryamNSharif Es orat ki koi apni pahchan nahi or chali PM pakistan ko bolna yahi soch ker bol datinhy chalo esi t … https//t.co/NxUWHMUs8K,negative,anger,0,0,es orat ki koi apni pahchan nahi or chali pm pakistan ko bolna yahi soch ker bol datinhy chalo esi t https t . co nxuwhmus8k
meta,32889,@girirajsinghbjp Congrats Sir.We need your help to see our country to get new heights in your pashupaalan ministry … https//t.co/4ernmccAeX,neutral,others,1,4,congrats sir . we need your help to see our country to get new heights in your pashupaalan ministry https t . co 4ernmccaex
meta,26630,RT @vikashgupta376 @MamataOfficial Mamta didi jai shree ram Jai shree ram Jai shree ram Bhoot pisach nikat nh aave Ram name jav name s …,neutral,others,1,4,rt mamta didi jai shree ram jai shree ram jai shree ram bhoot pisach nikat nh aave ram name jav name s
meta,4288,RT @KennyEazyy God told me to tell y ’ all “ The best is yet to come !!!!!”..... when you glow you gonna shine,neutral,others,1,4,rt god told me to tell y all the best is yet to come ! ! . . when you glow you going to shine
meta,3404,RT @OttomanArchive The Eid Celebration at the Topkapi Palace in Istanbul at the Morning of Eid 1800s Topkap ı Saray ı nda Bayramla ş ma T ö re …,positive,others,2,4,rt the eid celebration at the topkapi palace in istanbul at the morning of eid 1800s topkap saray nda bayramla ma t re
meta,27496,@HI _ M _ ANSH _ U @Payal _ Rohatgi Inko apne haal p chhor dena chaiye .... inke pichwade me khud ba khud 23 May ko chhata ☔… https//t.co/EeKD5w2t5Z,negative,sadness,0,5,m ansh u rohatgi inko apne haal p chhor dena chaiye . . inke pichwade me khud ba khud 23 may ko chhata umbrella with rain drops https t . co eekd5w2t5z
meta,8007,@SushmaSwaraj Aaj bharat kai har nagrik ko aap par garv hai.jis trh se aapnai apnai bitai five years mai foreign … https//t.co/pypYwQVI4B,positive,joy,2,3,aaj bharat kai har nagrik ko aap par garv hai . jis trh se aapnai apnai bitai five years mai foreign https t . co pypywqvi4b
meta,43723,RT @avaljk the femme code for shopping “ U ’ d look so good in that !” u couldnt pay me to wear that shit but i luv u n ur weirdo style “ h …,neutral,others,1,4,rt the femme code for shopping u d look so good in that ! u couldnt pay me to wear that shit but i love u n ur weirdo style h
meta,15463,RT @penny _ muchongo @danielmarven Murena vhana vhavho khevha vhari nnyo ua ima nga chiskop ndi yone love 😂😂😂😂😂😂😂😂,neutral,others,1,4,rt muchongo murena vhana vhavho khevha vhari nnyo ua ima nga chiskop ndi yone love face with tears of joy face with tears of joy
meta,956,@sardanarohit Is baat mein koi shanka nahi hai.hydrabaad hi nahi aise bahut se Muslim bahulak ilake hai jo aantankw … https//t.co/40vlV3Ux3W,negative,others,0,4,is baat mein koi shanka nahi hai . hydrabaad hi nahi aise bahut se muslim bahulak ilake hai jo aantankw https t . co 40vlv3ux3w
meta,20759,Who said ki jcb only khudai k kaam ati h yha dekho bhrayi bhi chal rahi h https//t co/cWtUqaOHvj,neutral,others,1,4,who said ki jcb only khudai k kaam ati h yha dekho bhrayi bhi chal rahi h https t co cwtuqaohvj
meta,17209,@HaroldBingo thank u for tha luv my g 🙏🏼⚔️,positive,joy,2,3,thank u for tha love my g folded hands medium light skin tone crossed swords
meta,15218,@SrBachchan Namastey sir sir please apna bodyguard rakh lopls sir m monu sharma from haryana,neutral,others,1,4,namastey sir sir please apna bodyguard rakh lopls sir m monu sharma from haryana
meta,24637,@navsekera Swarnim itihaas banega.Bharat naye pankh le udega.Tez raftarnayi soch hai.har din ek nayi khoz hai .… https//t.co/62Ryyc0wnr,positive,joy,2,3,swarnim itihaas banega . bharat naye pankh le udega . tez raftarnayi soch hai . har din ek nayi khoz hai . https t . co 62ryyc0wnr
meta,28197,RT @ViratKohlisEra Peene Ki Capacity Jeene Ki Strength Account Ka Balance Aur Naam Ka Khauf Kabhi Bhi Kam Nahi Hona Chahiye VIRAT …,positive,others,2,4,rt peene ki capacity jeene ki strength account ka balance aur naam ka khauf kabhi bhi kam nahi hona chahiye virat
meta,33550,@MamataOfficial Mamta Banerjee Ram naam ki mahima hi alag Hai Jb bhi Ram Ka naam japo toh hmara MN Anand se Bhar ut … https//t.co/fykjMmipDP,neutral,others,1,4,mamta banerjee ram naam ki mahima hi alag hai jb bhi ram ka naam japo toh hmara mn anand se bhar ut https t . co fykjmmipdp
meta,18782,@republic Lagbhag har state mai aapki sarkar hai Center mai bhi bahumat se aap hai President aapki pasnd ka hai … https//t co/1fTEf1izCC,neutral,others,1,4,lagbhag har state mai aapki sarkar hai center mai bhi bahumat se aap hai president aapki pasnd ka hai https t co 1ftef1izcc
meta,14063,@Asad _ Umar yes wishing all the best to Pakistani team in losing all the best boys harny mai b bari mehnat lgti hai … https//t.co/EpnBoooPjJ,negative,sadness,0,5,umar yes wishing all the best to pakistani team in losing all the best boys harny mai b bari mehnat lgti hai https t . co epnboopjj
meta,6459,RT @JanaBendov Great question and great answer from @Yanni see https//t.co/kExQHjgxFT https//t.co/yAnaYcs5uI,positive,joy,2,3,rt great question and great answer from see https t . co kexqhjgxft https t . co yanaycs5ui
meta,15558,@RanaAyyub Librandus still don't digest modi as pm ... abhi to suruvat hai 2040 tak bjp ko hi rahna hai,positive,others,2,4,librandus still do not digest modi as pm . . abhi to suruvat hai 2040 tak bjp ko hi rahna hai
meta,33821,@narendramodi @AmitShah sir I am a blind supporter of BJP but not a dumb.I can sense the arrogance of BJP MLA in y … https//t.co/omK0pCQFjD,neutral,others,1,4,sir i am a blind supporter of bjp but not a dumb . i can sense the arrogance of bjp mla in y https t . co omk0pcqfjd
meta,45023,i hate the feeling that im being sneakdissed 🥴 and i dont say nothig about it 😑i be feeling like a bitch 😂,positive,sadness,2,5,i hate the feeling that im being sneakdissed woozy face and i dont say nothig about it expressionless face i be feeling like a bitch face with tears of joy
meta,27670,@republic Mardo se kya dushmani hai be ? Ab kya tere free ke chakkar me gender change karva le Ghunghruseth ? 😜,neutral,anger,1,0,mardo se kya dushmani hai be ? ab kya tere free ke chakkar me gender change karva le ghunghruseth ? winking face with tongue
meta,2272,RT @Sukhjaykumar1 # BeWise _ ChooseRight @Gurmeetramrahim Good afternoon guru g Bless us and give us power 2 do more nd more Sewa Simran a …,positive,joy,2,3,rt bewise chooseright good afternoon guru g bless us and give us power 2 do more nd more sewa simran a
meta,20702,@ashutosh83B Kapik sibal ji to London Gaye the Ye EVM ka malum Karne .... Kuch nahi hua isliye Congress chup hai kuc … https//t.co/6ViPiCKpFp,positive,others,2,4,kapik sibal ji to london gaye the ye evm ka malum karne . . kuch nahi hua isliye congress chup hai kuc https t . co 6vipickpfp
meta,35343,@gkldh @News18India @samajwadiparty @BJP4India Pragna thakur ko Congress ne fake case create banake fasaya tha isas … https//t.co/Fyo5X7t8XQ,neutral,others,1,4,pragna thakur ko congress ne fake case create banake fasaya tha isas https t . co fyo5x7t8xq
meta,8639,@manakgupta Manik Bhai aap log Ko samajhna Hoga Modi ji ko samajhne ke liye Aisa Insaan chahiye Jo Barat kuch Le … https//t co/xodP8fohqC,positive,others,2,4,manik bhai aap log ko samajhna hoga modi ji ko samajhne ke liye aisa insaan chahiye jo barat kuch le https t co xodp8fohqc
meta,35553,@up _ ka _ lounda Kitna bada chutiya hi tu 😂😂 BTW r u born by halala ??? Just asking 🤓🤓🤓,negative,disgust,0,1,ka lounda kitna bada chutiya hi tu face with tears of joy face with tears of joy btw r u born by halala ? ? just asking nerd face nerd face
meta,2119,RT @sudy25 @Nil _ Nilesh56 @DesiStupides @rssurjewala @INCIndia Nilesh Bhai bhadwo k much nhi lagte Yagi media me Atal ji ke kheelaf jhoot …,negative,disgust,0,1,rt nilesh56 nilesh bhai bhadwo k much nhi lagte yagi media me atal ji ke kheelaf jhoot
meta,4020,RT @mr ___ rajpoot I ’ m not sure how many times I ’ m going to want to wish you a Happy Birthday so I thought I ’ d better start right now ❤ I a …,positive,joy,2,3,rt rajpoot i m not sure how many times i m going to want to wish you a happy birthday so i thought i d better start right now red heart i a
meta,34752,The Max Fashion way showcases true spirit of Ramadan with heart-warming campaign ‘ Iss Eid Dil aur Darwaaze Khule Ra … https//t co/KLKibWg0Ot,positive,joy,2,3,the max fashion way showcases true spirit of ramadan with heart warming campaign iss eid dil aur darwaaze khule ra https t co klkibwg0ot
meta,24793,RT @INCIndia Today we remember & honour Raja Ram Mohan Roy the father of Indian Renaissance & the founder of Brahmo Samaj We pay tribute …,positive,others,2,4,rt today we remember honour raja ram mohan roy the father of indian renaissance the founder of brahmo samaj we pay tribute
meta,23860,@ChaitanyaTheeg1 No Never And Ever She is Not Like Other Girls ... She is Completly Diffrent ... Very disciplined Gir … https//t.co/Ij1K0qcMuD,positive,others,2,4,no never and ever she is not like other girls . . she is completly diffrent . . very disciplined gir https t . co ij1k0qcmud
meta,30234,Wese pichly world cup se kafi Improvement ki h Pakistan ne 👏 https//t.co/A7Yin3B8BH,positive,joy,2,3,wese pichly world cup se kafi improvement ki h pakistan ne clapping hands https t . co a7yin3b8bh
meta,36956,@KapilSharmaK9 sir aap show mein SAB TV ka no-1 show Tarak Mehta Ka Ulta Chasma k cast ko kavi bulaiye na.This … https//t.co/lEtWSII6Kv,neutral,others,1,4,sir aap show mein sab tv ka no 1 show tarak mehta ka ulta chasma k cast ko kavi bulaiye na . this https t . co letwsii6kv
meta,566,@phata _ dhol __ Seriously one of the best post i have seen.Bravo nd respect,positive,joy,2,3,dhol seriously one of the best post i have seen . bravo nd respect
meta,28573,Thank god Arnab Goswami isn't someone's house's bahu Bhut kalesh karwata 😂😂😂 # ArnabOnMay23 # BharatSeDhokha … https//tco/f8LpjUiZjQ,neutral,others,1,4,thank god arnab goswami is not someone is house s bahu bhut kalesh karwata face with tears of joy face with tears of joy arnabonmay23 bharatsedhokha https tco f8lpjuizjq
meta,27290,@asadghani3900 im very besabri insan and bossy .. my siblings and my parents .. people think that i lie when i say … https//t.co/VAL20ZEizG,positive,others,2,4,im very besabri insan and bossy . . my siblings and my parents . . people think that i lie when i say https t . co val20zeizg
meta,549,@peta Then what the fuck are we gonna eat cereal with fucking water ?,negative,anger,0,0,then what the fuck are we going to eat cereal with fucking water ?
meta,27279,@ShefVaidya few days back you asked who is the biggest panauti ... See the pic and you reply now ... No one in this … https//t.co/WxZL9mGyDe,negative,others,0,4,few days back you asked who is the biggest panauti . . see the pic and you reply now . . no one in this https t . co wxzl9mgyde
meta,31781,@_ YogendraYadav Hum BjP-RSS virodhi theaur hain.Election mein unki jeet hui toh iska matlab ye nahin ki hum apne-a … https//t.co/9sqg4SOx9H,neutral,others,1,4,yogendrayadav hum bjp rss virodhi theaur hain . election mein unki jeet hui toh iska matlab ye nahin ki hum apne a https t . co 9sqg4sox9h
meta,44789,Nirhua/Dinesh Lal yadov ko koi na koi mantri pad milna chahia bande ne bahut mehanat ki thi AZAMGARH me .... akhies … https//t.co/g94GkiGeL6,positive,others,2,4,nirhua dinesh lal yadov ko koi na koi mantri pad milna chahia bande ne bahut mehanat ki thi azamgarh me . . akhies https t . co g94gkigel6
meta,8336,@GovindDotasra Very very thanks for this sir but 1st grade exam k bare m btaye time pe hoga ya .... Reet aayegi ya ....,neutral,joy,1,3,very very thanks for this sir but 1st grade exam k bare m btaye time pe hoga ya . . reet aayegi ya . .
meta,15515,my mum just saw this girl wearing ripped jeans and was like “ iss ke peeche kutta laga tha isiliye jeans phatt gayi ” 💀,positive,others,2,4,my mum just saw this girl wearing ripped jeans and was like iss ke peeche kutta laga tha isiliye jeans phatt gayi skull
meta,11350,RT @AskAnshul 10 people arrested by Mamata Banerjee's police for chanting Jai Shri Ram.TMC goons went one step further and BJP Worker st …,neutral,sadness,1,5,rt 10 people arrested by mamata banerjee s police for chanting jai shri ram . tmc goons went one step further and bjp worker st
meta,5849,@KhawajaMAsif Wo vote le k nahi betha tha logo ko laray de kay k Paris or France bna doonga Pakistan ko ! Beghairat insan !,negative,disgust,0,1,wo vote le k nahi betha tha logo ko laray de kay k paris or france bna doonga pakistan ko ! beghairat insan !
meta,2747,RT @StevieKingZA Kodwa guys @VusiNova gave us Thandiwe Forget national this man is an international treasure that has to be protected …,positive,others,2,4,rt kodwa guys gave us thandiwe forget national this man is an international treasure that has to be protected
meta,39473,# MamataFrustrated we want to test Jay Bajrangbali and Har Har Mahadev also,negative,others,0,4,mamatafrustrated we want to test jay bajrangbali and har har mahadev also
meta,37014,@MissPaswan Aise hi soch ke Karan Right wing ka har mehnat bekar Jata hai ... Mam Gandhi Desh ka Prateek hai Ja … https//t.co/DPmguB8l7w,positive,sadness,2,5,aise hi soch ke karan right wing ka har mehnat bekar jata hai . . mam gandhi desh ka prateek hai ja https t . co dpmgub8l7w
meta,14227,@SonuSood @TheFarahKhan Abe chup na chut * ye bh @sdike Tere ko Tere DM main gali de dunga tu srk ke sath kaam kar chu … https//t.co/ZOV0gfrlJc,negative,disgust,0,1,abe chup na chut ye bh tere ko tere dm main gali de dunga tu srk ke sath kaam kar chu https t . co zov0gfrljc
meta,32086,RT @PritpalBrar07 # thursdaymorning Good Morning Sohne Satguru @Gurmeetramrahim G Thanks For giving this beautiful day bless this day sp …,positive,joy,2,3,rt thursdaymorning good morning sohne satguru g thanks for giving this beautiful day bless this day sp
meta,12620,@vivekoberoi Vivek oberoi sir apka performance powerfull he laa javab blockbuster movie,positive,joy,2,3,vivek oberoi sir apka performance powerfull he laa javab blockbuster movie
meta,36346,@prateek2502 @bhak _ sala Boss is always right waalo ko bulaya hai bas 😅,neutral,others,1,4,sala boss is always right waalo ko bulaya hai bas grinning face with sweat
meta,18455,Ram Ram Sabji Bhaiyo ko https//t.co/eLLpB6hKSG,neutral,others,1,4,ram ram sabji bhaiyo ko https t . co ellpb6hksg
